Stock,Accuracy_train,Accuracy_test,Precision_train,Precision_test,Recall_train,Recall_test,F1_train,F1_test,Acc_train,Acc_test,Best_score,Score_train,Score_test,Best_parameters
NFLX,0.543448276,0.524886878,0.544419134,0.555555556,0.645945946,0.731707317,0.590852905,0.631578947,0.543448276,0.524886878,0.789096206,277.3541147,323.1237986,"{'batch_size': 64, 'epochs': 30, 'optimizer__learning_rate': 2.5}"
NFLX,0.537931034,0.542986425,0.53507014,0.572368421,0.721621622,0.707317073,0.614499425,0.632727273,0.537931034,0.542986425,0.797644235,272.2555289,249.4259538,"{'batch_size': 64, 'epochs': 30, 'optimizer__learning_rate': 2.5}"
NFLX,0.540689655,0.50678733,0.560260586,0.594594595,0.464864865,0.357723577,0.508124077,0.446700508,0.540689655,0.50678733,0.809074067,259.1811456,274.6969958,"{'batch_size': 64, 'epochs': 30, 'optimizer__learning_rate': 2.5}"
NFLX,0.524137931,0.49321267,0.54180602,0.582089552,0.437837838,0.317073171,0.484304933,0.410526316,0.524137931,0.49321267,0.82514238,255.879022,256.0027969,"{'batch_size': 64, 'epochs': 30, 'optimizer__learning_rate': 2.5}"
NFLX,0.529655172,0.497737557,0.536159601,0.541666667,0.581081081,0.634146341,0.55771725,0.584269663,0.529655172,0.497737557,0.798965865,192.8639413,191.358863,"{'batch_size': 64, 'epochs': 30, 'optimizer__learning_rate': 2.5}"
NFLX,0.537931034,0.511312217,0.558922559,0.594936709,0.448648649,0.382113821,0.497751124,0.465346535,0.537931034,0.511312217,0.72218839,393.1250806,457.9995773,"{'batch_size': 64, 'epochs': 10, 'optimizer__learning_rate': 2.5}"
NFLX,0.546206897,0.515837104,0.546485261,0.56557377,0.651351351,0.56097561,0.59432799,0.563265306,0.546206897,0.515837104,0.907024263,135.2004462,137.7933486,"{'batch_size': 32, 'epochs': 50, 'optimizer__learning_rate': 0.1}"
MSFT,0.565517241,0.49321267,0.613122172,0.52,0.653012048,0.115044248,0.63243874,0.188405797,0.565517241,0.49321267,0.930115479,11.2007608,103.218977,"{'batch_size': 32, 'epochs': 50, 'optimizer__learning_rate': 0.001}"
V,0.55862069,0.497737557,0.646153846,0.6,0.506024096,0.104347826,0.567567568,0.177777778,0.55862069,0.497737557,0.877390296,10.29044325,18.50424238,"{'batch_size': 32, 'epochs': 50, 'optimizer__learning_rate': 0.001}"
AMZN,0.496551724,0.538461538,0.544303797,0.550458716,0.5375,0.530973451,0.540880503,0.540540541,0.496551724,0.538461538,0.882358312,9.12252887,12.02773941,"{'batch_size': 32, 'epochs': 50, 'optimizer__learning_rate': 0.001}"
TWTR,0.492413793,0.547511312,0.589595376,0.444444444,0.255639098,0.04040404,0.356643357,0.074074074,0.492413793,0.547511312,0.943215861,1.581250521,4.74389391,"{'batch_size': 32, 'epochs': 50, 'optimizer__learning_rate': 2}"
AAPL,0.551724138,0.502262443,0.56405694,0.545454545,0.798488665,0.453781513,0.661105318,0.495412844,0.551724138,0.502262443,0.959078065,4.193618858,17.28298532,"{'batch_size': 32, 'epochs': 50, 'optimizer__learning_rate': 1e-05}"
GOOG,0.515862069,0.42081448,0.561253561,0.466666667,0.5,0.05511811,0.52885906,0.098591549,0.515862069,0.42081448,0.906582776,1.533771357,55.1165009,"{'batch_size': 32, 'epochs': 50, 'optimizer__learning_rate': 0.2}"
TSLA,0.507586207,0.515837104,0.530555556,0.525773196,0.503957784,0.871794872,0.51691475,0.655948553,0.507586207,0.515837104,0.798295133,188.8920328,2386.255218,"{'batch_size': 64, 'epochs': 50, 'optimizer__learning_rate': 1}"
